,lat,lng,dir,label,label_num,ownScore,predLabel,predLabel_num,bestScore,cat_from_2,cat_from_3,cat_from_4,cat_from_5,cat_from_6,cat_from_7,cat_from_8,cat_from_9,cat_from_10,cat_from_11,cat_from_12,cat_from_13,cat_from_14,cat_from_15,cat_from_16,cat_from_17,cat_from_18,cat_from_19,cat_from_20
66,42.30704748,-71.07516499,1,Dorchester,13,0.048668,Allston,2,0.286491,0,0,1,1,0,5,4,1,7,1,1,2,1,6,1,10,2,1,16
67,42.30709935,-71.05391965,2,Dorchester,13,0.016719,EastCambridge,17,0.128535,0,0,0,3,0,0,2,1,7,2,6,2,1,12,1,2,2,8,0
68,42.30709935,-71.05391965,3,Dorchester,13,0.026363,Charlestown,11,0.422191,0,0,0,3,0,1,2,1,7,1,1,2,1,12,1,3,2,6,4
69,42.30718164,-71.09258726,1,Roxbury,29,0.070752,BROOKLINE_02445,4,0.328358,0,0,1,1,0,1,2,1,7,1,1,2,1,12,1,10,2,1,4
70,42.30718164,-71.09258726,2,Roxbury,29,0.005027,SOMERVILLE_02143,30,0.225247,1,0,0,1,0,3,2,1,7,4,0,0,3,0,6,2,2,8,19
71,42.30718164,-71.09258726,3,Roxbury,29,0.027645,MissionHill,24,0.168365,1,0,1,1,0,1,2,1,7,4,1,2,1,0,1,3,2,1,6
72,42.30718214,-71.11579444,2,JamaicaPlain,19,0.213407,JamaicaPlain,19,0.213407,0,0,1,1,0,1,2,1,7,1,1,2,1,12,1,10,2,1,4
73,42.30718427,-71.1204061,2,JamaicaPlain,19,0.009499,EVERETT_02149,15,0.539419,0,0,1,1,0,1,2,1,7,2,1,2,1,12,6,3,11,12,0
74,42.30720941,-71.07085116,1,Dorchester,13,0.198776,JamaicaPlain,19,0.423586,0,0,1,3,0,1,2,1,7,1,6,2,3,12,5,10,2,1,4
75,42.30720941,-71.07085116,3,Dorchester,13,0.084829,JamaicaPlain,19,0.53323,0,0,3,3,0,1,1,1,7,1,1,0,3,12,1,10,2,1,0
76,42.30724314,-71.12631648,2,JamaicaPlain,19,0.087916,SOMERVILLE_02143,30,0.194781,1,0,1,1,0,1,2,1,7,4,1,2,1,0,6,3,2,1,3
77,42.30724314,-71.12631648,3,JamaicaPlain,19,0.097256,BROOKLINE_02445,4,0.365326,0,2,0,3,0,1,2,1,7,4,1,4,1,12,6,3,1,1,4
78,42.30737744,-71.11176729,2,JamaicaPlain,19,0.00142,NeighborhoodNine,25,0.483139,0,2,1,1,5,1,4,1,7,1,1,2,1,6,3,3,14,3,4
79,42.30750337,-71.06353478,0,Dorchester,13,0.086193,MidCambridge,23,0.409118,0,0,1,1,0,1,2,1,7,1,6,2,1,12,1,10,2,1,0
80,42.30762242,-71.09220414,0,Roxbury,29,0.175075,LongwoodMedicalArea,21,0.445578,0,0,1,1,0,2,2,1,7,4,1,2,1,6,0,10,2,1,4
81,42.30788198,-71.11736843,0,JamaicaPlain,19,0.288351,JamaicaPlain,19,0.288351,0,0,1,3,0,3,2,1,7,2,1,1,9,6,3,3,8,12,0
82,42.30788198,-71.11736843,3,JamaicaPlain,19,0.018381,MEDFORD_02155,22,0.307657,0,0,1,1,0,0,2,1,7,2,1,2,1,0,1,2,2,1,4
83,42.30801865,-71.09295363,3,Roxbury,29,0.124851,MidCambridge,23,0.351494,0,1,1,1,0,4,2,1,8,2,1,2,1,6,13,2,10,10,4
84,42.30803253,-71.12269723,1,JamaicaPlain,19,0.030925,WATERTOWN_02472,37,0.265913,0,0,1,3,0,1,2,3,7,2,1,9,1,0,6,3,2,1,4
85,42.30803253,-71.12269723,3,JamaicaPlain,19,0.192841,SOMERVILLE_02145,32,0.409417,0,0,1,3,0,1,2,1,7,2,1,2,1,12,8,2,1,1,0
86,42.30803322,-71.08476053,2,Roxbury,29,0.185738,Roxbury,29,0.185738,0,0,1,3,0,4,2,1,7,4,1,2,1,0,6,2,2,18,4
87,42.30809275,-71.10220837,3,JamaicaPlain,19,0.007183,NorthCambridge,26,0.683995,1,2,1,3,0,1,2,1,7,2,1,2,1,6,1,10,2,1,6
88,42.30811866,-71.11258904,2,JamaicaPlain,19,0.075738,Cambridgeport,10,0.352391,0,0,1,1,0,2,2,1,7,1,1,2,1,0,1,14,2,8,16
89,42.3081647,-71.07284772,1,Dorchester,13,0.188962,WATERTOWN_02472,37,0.345051,0,0,1,1,0,1,2,3,7,4,0,2,1,0,12,6,2,3,0
90,42.30820133,-71.0677923,0,Dorchester,13,0.113804,JamaicaPlain,19,0.256741,0,0,1,3,0,1,2,1,7,10,1,2,1,12,1,3,2,1,4
91,42.30820133,-71.0677923,1,Dorchester,13,0.125172,SOMERVILLE_02143,30,0.268844,0,0,1,3,0,1,2,1,7,1,1,2,7,6,5,10,15,1,4
92,42.30820133,-71.0677923,2,Dorchester,13,0.045692,Brighton,9,0.263498,0,0,1,3,0,5,2,1,7,1,1,2,1,0,6,2,2,2,0
93,42.30827562,-71.12660648,1,JamaicaPlain,19,0.09474,BROOKLINE_02445,4,0.593628,0,0,1,1,0,2,2,1,7,1,1,2,1,0,6,3,2,1,0
94,42.30878116,-71.06993234,0,Dorchester,13,0.302875,Dorchester,13,0.302875,0,0,1,1,0,1,2,6,7,0,6,2,1,6,1,3,13,3,4
95,42.30878116,-71.06993234,3,Dorchester,13,0.253008,JamaicaPlain,19,0.547189,0,0,1,3,0,3,2,1,7,2,1,7,1,12,5,3,2,1,17
96,42.30881111,-71.11150307,2,JamaicaPlain,19,0.027456,WestCambridge,39,0.394694,0,1,1,3,1,4,1,1,7,4,1,2,1,12,0,2,2,1,0
97,42.3088189,-71.12718204,0,JamaicaPlain,19,0.010974,Fenway,18,0.104308,1,0,1,1,0,1,2,1,7,4,1,2,1,12,5,3,2,1,0
98,42.30883956,-71.05421458,3,Dorchester,13,0.002892,Chinatown,12,0.190122,0,0,1,1,0,1,2,1,7,2,1,2,8,0,1,6,2,12,0
99,42.30886646,-71.08223524,2,Dorchester,13,0.012872,SouthEnd,35,0.1531,1,0,1,3,0,1,6,1,7,2,1,2,8,6,1,3,2,6,0
100,42.30894727,-71.06226123,2,Dorchester,13,0.102678,JamaicaPlain,19,0.200692,1,0,1,3,0,1,2,1,7,2,1,2,1,0,6,10,8,1,4
101,42.30905203,-71.04898436,2,Dorchester,13,0.214711,Dorchester,13,0.214711,1,2,1,1,0,4,2,1,7,5,1,2,1,0,1,10,2,11,12
102,42.30909265,-71.06650427,2,Dorchester,13,0.080961,JamaicaPlain,19,0.254773,1,2,1,3,0,0,2,1,7,2,1,2,1,12,1,2,2,1,0
103,42.30926888,-71.1094541,0,JamaicaPlain,19,0.010073,BROOKLINE_02445,4,0.516206,0,0,1,3,0,1,2,8,7,4,6,2,1,12,6,1,2,11,4
104,42.30926888,-71.1094541,3,JamaicaPlain,19,0.094315,Roxbury,29,0.264605,0,0,3,1,0,1,2,1,0,1,6,2,1,12,6,3,2,1,7
105,42.30934755,-71.04905404,1,Dorchester,13,0.12418,MissionHill,24,0.562207,0,0,1,3,0,1,2,1,7,4,1,2,1,6,1,3,2,1,4
106,42.30942721,-71.07170098,1,Dorchester,13,0.201318,WATERTOWN_02472,37,0.237685,0,2,1,3,0,1,2,1,7,2,1,2,7,2,1,2,2,8,4
107,42.30952685,-71.12455038,3,JamaicaPlain,19,0.012397,Brighton,9,0.213811,0,0,1,1,0,1,2,1,7,1,1,2,1,12,1,10,2,1,4
108,42.30960792,-71.12892939,0,JamaicaPlain,19,0.244015,JamaicaPlain,19,0.244015,1,0,0,3,0,1,2,1,7,1,5,0,1,0,6,10,17,12,4
109,42.30961929,-71.05815954,0,Dorchester,13,0.071171,MissionHill,24,0.281358,0,0,1,1,0,1,2,1,7,1,1,2,1,12,1,10,2,1,4
110,42.30972881,-71.05642304,0,Dorchester,13,0.015612,NorthCambridge,26,0.164722,0,0,1,1,0,1,2,1,7,1,1,2,1,12,1,10,2,1,4
111,42.30972881,-71.05642304,2,Dorchester,13,0.126143,Brighton,9,0.165679,0,0,1,3,0,0,6,1,7,1,1,6,12,6,6,9,2,18,0
112,42.30972936,-71.04952238,0,Dorchester,13,0.046793,Allston,2,0.315791,1,0,1,1,0,1,2,1,7,1,1,2,1,6,6,10,2,1,4
113,42.30980311,-71.10418521,0,JamaicaPlain,19,0.044583,Dorchester,13,0.499229,0,1,3,1,0,1,2,1,7,4,1,2,1,6,6,10,2,1,6
114,42.30983773,-71.05697761,1,Dorchester,13,0.058689,Roxbury,29,0.133985,0,0,1,1,0,1,2,1,7,1,1,2,1,12,1,10,2,1,4
115,42.30983773,-71.05697761,2,Dorchester,13,0.019625,EVERETT_02149,15,0.280106,0,0,1,3,0,1,2,1,7,2,1,0,3,0,1,3,2,1,4
116,42.30983829,-71.08305761,2,Roxbury,29,0.019663,Area2MIT,3,0.379544,0,0,1,1,0,1,4,1,7,4,6,2,3,12,6,10,17,1,4
117,42.30987444,-71.10818963,3,JamaicaPlain,19,0.354311,Dorchester,13,0.408431,1,0,0,3,0,1,4,1,7,1,1,2,1,12,6,2,2,1,0
118,42.30989237,-71.09910385,2,JamaicaPlain,19,0.367614,JamaicaPlain,19,0.367614,0,0,1,1,0,1,2,1,7,1,6,2,1,12,1,2,2,8,4
119,42.30989237,-71.09910385,3,JamaicaPlain,19,0.490777,JamaicaPlain,19,0.490777,0,0,1,1,0,1,2,1,7,2,1,9,1,6,5,6,8,2,4
120,42.30995555,-71.12795572,0,JamaicaPlain,19,0.513554,JamaicaPlain,19,0.513554,1,0,1,1,0,1,2,1,7,1,1,2,10,6,6,2,2,1,4
121,42.30999055,-71.11842684,2,JamaicaPlain,19,0.258452,JamaicaPlain,19,0.258452,1,0,1,1,0,1,2,1,7,1,1,2,1,0,1,2,2,1,4
122,42.31012638,-71.07923173,1,Dorchester,13,0.550344,Dorchester,13,0.550344,0,0,1,3,0,0,2,1,6,1,1,2,1,0,6,2,8,18,4
123,42.31012638,-71.07923173,2,Dorchester,13,0.12674,SOMERVILLE_02145,32,0.18882,0,0,1,3,0,5,2,1,7,1,1,2,9,12,6,1,2,11,4
124,42.31012638,-71.07923173,3,Dorchester,13,0.514399,Dorchester,13,0.514399,0,0,1,3,0,1,6,1,7,4,1,2,1,7,4,5,2,3,4
125,42.3101597,-71.12247357,1,JamaicaPlain,19,0.345471,JamaicaPlain,19,0.345471,0,0,1,2,1,1,2,8,7,4,1,2,1,12,1,10,2,1,4
126,42.31018469,-71.12024212,0,JamaicaPlain,19,0.22215,Dorchester,13,0.385184,0,0,1,1,0,1,7,8,7,1,1,2,1,6,6,3,2,8,6
127,42.31018469,-71.12024212,1,JamaicaPlain,19,0.145752,Dorchester,13,0.45466,0,0,1,3,0,1,2,1,7,2,1,2,1,6,8,3,2,15,4
128,42.31026325,-71.12269379,1,JamaicaPlain,19,0.016942,BROOKLINE_02446,5,0.201683,0,2,1,3,0,1,2,1,7,2,1,2,1,6,6,3,8,0,0
129,42.31028262,-71.06437854,1,Dorchester,13,0.007989,WellingtonHarrington,38,0.600951,0,0,1,1,0,1,2,1,7,1,1,2,1,12,1,10,2,1,4
130,42.31043187,-71.08339774,0,Roxbury,29,0.024461,WATERTOWN_02472,37,0.540757,0,0,1,1,0,1,2,1,4,4,1,2,7,0,6,2,2,1,4
131,42.31045747,-71.04701458,2,Dorchester,13,0.01833,BROOKLINE_02445,4,0.138473,0,0,1,1,0,1,2,1,7,1,1,2,1,12,1,10,2,1,4
132,42.31063493,-71.08277493,0,Roxbury,29,0.043475,NorthCambridge,26,0.13183,0,0,1,3,0,0,2,1,7,2,1,2,1,12,7,2,2,18,0
133,42.31065964,-71.09986431,0,JamaicaPlain,19,0.275404,JamaicaPlain,19,0.275404,0,0,1,1,0,3,6,1,7,4,6,2,1,6,1,10,2,1,0
134,42.31069733,-71.11216004,2,JamaicaPlain,19,0.044771,BROOKLINE_02446,5,0.3767,0,2,1,1,0,1,2,1,7,2,1,2,1,12,1,2,2,1,4
135,42.3107115,-71.12238265,0,JamaicaPlain,19,0.222566,JamaicaPlain,19,0.222566,1,0,1,3,0,1,2,1,7,4,1,0,1,0,1,3,2,1,0
136,42.3107115,-71.12238265,3,JamaicaPlain,19,0.02918,WestCambridge,39,0.097257,0,2,0,3,0,1,2,1,7,1,1,0,1,6,1,2,2,2,0
137,42.31080561,-71.13273601,2,BROOKLINE_02445,4,0.461702,BROOKLINE_02445,4,0.461702,0,0,1,1,4,1,6,1,7,1,1,2,1,12,0,10,5,1,0
138,42.31085557,-71.06640162,3,Dorchester,13,0.035317,Riverside,28,0.34204,0,0,1,1,0,1,2,1,7,4,1,1,1,6,6,2,15,1,6
139,42.31102763,-71.13087739,1,JamaicaPlain,19,0.068489,Allston,2,0.307432,0,0,1,3,4,1,2,1,7,4,1,2,3,12,6,2,2,4,7
140,42.31108138,-71.12692502,2,JamaicaPlain,19,0.101563,BROOKLINE_02445,4,0.629574,0,0,0,1,0,1,2,1,7,2,1,2,1,3,6,3,2,0,4
141,42.31113783,-71.0980919,0,JamaicaPlain,19,0.102154,Dorchester,13,0.481695,1,0,1,1,0,1,2,1,6,4,1,2,1,12,5,10,2,6,0
142,42.31118944,-71.05861215,0,Dorchester,13,0.092279,SOMERVILLE_02145,32,0.246329,1,0,1,3,0,1,4,1,7,2,1,9,1,10,1,2,2,1,4
143,42.31130759,-71.12250267,0,JamaicaPlain,19,0.113397,SOMERVILLE_02145,32,0.469024,0,0,1,1,4,5,2,1,7,10,1,2,1,12,1,10,2,2,0
144,42.31131478,-71.05580699,0,Dorchester,13,0.048487,SouthBoston,33,0.618052,0,0,0,3,0,3,2,1,7,1,1,0,1,12,1,3,2,1,0
145,42.31142265,-71.05641828,2,Dorchester,13,0.013258,Cambridgeport,10,0.375513,1,0,1,3,0,5,2,1,7,1,1,2,1,0,1,10,2,8,0
146,42.31155781,-71.10736535,2,JamaicaPlain,19,0.380717,JamaicaPlain,19,0.380717,1,0,0,1,0,1,2,1,7,0,1,2,1,0,1,3,2,1,5
147,42.3115976,-71.07084502,3,Dorchester,13,0.053219,SOMERVILLE_02145,32,0.207385,1,2,1,3,0,1,2,1,7,2,1,2,1,6,1,2,2,9,6
148,42.31161706,-71.06990577,2,Dorchester,13,0.191154,Brighton,9,0.219126,0,0,1,3,0,0,7,1,7,2,1,2,1,0,6,10,2,1,0
149,42.31169196,-71.13095924,3,JamaicaPlain,19,0.010433,WestCambridge,39,0.628741,1,0,1,3,0,3,2,3,7,2,6,2,1,6,1,10,2,12,4
150,42.31176824,-71.11129009,1,JamaicaPlain,19,0.648479,JamaicaPlain,19,0.648479,0,0,1,1,0,1,2,1,7,1,1,2,1,6,7,2,2,8,4
151,42.3117806,-71.12478431,0,JamaicaPlain,19,0.007028,NorthCambridge,26,0.522371,1,1,0,1,0,0,2,1,7,1,6,2,1,0,1,10,9,6,4
152,42.3117806,-71.12478431,3,JamaicaPlain,19,0.053741,NorthCambridge,26,0.38011,1,0,1,1,0,1,2,1,7,4,1,2,12,6,1,2,10,1,4
153,42.31178654,-71.13264196,0,BROOKLINE_02445,4,0.096709,NeighborhoodNine,25,0.23314,0,0,1,3,0,1,2,1,4,1,1,2,1,0,6,2,2,1,4
154,42.31189585,-71.05791198,1,Dorchester,13,0.001573,NorthEnd,27,0.604438,0,0,1,1,0,4,2,3,7,2,1,2,1,12,6,2,2,1,6
155,42.31190155,-71.06117018,0,Dorchester,13,0.004377,EVERETT_02149,15,0.921991,1,0,1,1,0,1,2,1,7,4,1,2,1,2,6,10,8,1,0
156,42.31190935,-71.08055136,2,Roxbury,29,0.582077,Roxbury,29,0.582077,0,0,1,3,0,1,4,1,7,2,1,2,1,6,1,3,2,1,12
157,42.31193106,-71.1259712,2,JamaicaPlain,19,0.024366,Allston,2,0.123397,0,0,1,1,0,1,2,1,7,1,1,2,1,12,1,10,2,1,4
158,42.31195853,-71.12095033,3,JamaicaPlain,19,0.383288,JamaicaPlain,19,0.383288,0,0,1,1,0,1,2,1,7,2,1,2,1,6,6,3,2,1,0
159,42.31201766,-71.09200278,3,Roxbury,29,0.067854,Allston,2,0.367705,1,0,1,1,0,1,2,1,7,1,1,0,1,0,0,10,2,1,4
160,42.31207689,-71.12610001,1,JamaicaPlain,19,0.13639,MissionHill,24,0.221072,0,0,1,3,0,1,6,1,7,1,1,2,1,0,1,14,8,1,4
161,42.31208522,-71.08338679,0,Roxbury,29,0.045396,JamaicaPlain,19,0.234833,0,0,1,3,0,1,2,1,7,4,1,2,1,0,6,10,2,1,0
